X,Y,File
4.75,0.066833556,-avg_lam_0-10_six.txt
4.76,0.06682212,-avg_lam_0-10_six.txt
4.77,0.0668107,-avg_lam_0-10_six.txt
4.78,0.06679929,-avg_lam_0-10_six.txt
4.79,0.0667879,-avg_lam_0-10_six.txt
4.8,0.06677652,-avg_lam_0-10_six.txt
4.81,0.06676517,-avg_lam_0-10_six.txt
4.82,0.06675382,-avg_lam_0-10_six.txt
4.83,0.06674249,-avg_lam_0-10_six.txt
4.84,0.06673118,-avg_lam_0-10_six.txt
4.85,0.066719875,-avg_lam_0-10_six.txt
4.86,0.066708595,-avg_lam_0-10_six.txt
4.87,0.06669732,-avg_lam_0-10_six.txt
4.88,0.06668607,-avg_lam_0-10_six.txt
4.89,0.06667483,-avg_lam_0-10_six.txt
4.9,0.06666361,-avg_lam_0-10_six.txt
4.91,0.0666524,-avg_lam_0-10_six.txt
4.92,0.066641204,-avg_lam_0-10_six.txt
4.93,0.06663003,-avg_lam_0-10_six.txt
4.94,0.06661887,-avg_lam_0-10_six.txt
4.95,0.06660772,-avg_lam_0-10_six.txt
4.96,0.06659658,-avg_lam_0-10_six.txt
4.97,0.066585466,-avg_lam_0-10_six.txt
4.98,0.066574365,-avg_lam_0-10_six.txt
4.99,0.06656327,-avg_lam_0-10_six.txt
5.0,0.0665522,-avg_lam_0-10_six.txt
5.01,0.06654114,-avg_lam_0-10_six.txt
5.02,0.06653009,-avg_lam_0-10_six.txt
5.03,0.06651907,-avg_lam_0-10_six.txt
5.04,0.06650805,-avg_lam_0-10_six.txt
5.05,0.06649705,-avg_lam_0-10_six.txt
5.06,0.06648606,-avg_lam_0-10_six.txt
5.07,0.066475086,-avg_lam_0-10_six.txt
5.08,0.06646413,-avg_lam_0-10_six.txt
5.09,0.06645319,-avg_lam_0-10_six.txt
5.1,0.06644226,-avg_lam_0-10_six.txt
5.11,0.06643134,-avg_lam_0-10_six.txt
5.12,0.06642044,-avg_lam_0-10_six.txt
5.13,0.06640956,-avg_lam_0-10_six.txt
5.14,0.06639869,-avg_lam_0-10_six.txt
5.15,0.06638783,-avg_lam_0-10_six.txt
5.16,0.06637699,-avg_lam_0-10_six.txt
5.17,0.066366166,-avg_lam_0-10_six.txt
5.18,0.06635535,-avg_lam_0-10_six.txt
5.19,0.06634455,-avg_lam_0-10_six.txt
5.2,0.06633376,-avg_lam_0-10_six.txt
5.21,0.06632299,-avg_lam_0-10_six.txt
5.22,0.06631223,-avg_lam_0-10_six.txt
5.23,0.06630149,-avg_lam_0-10_six.txt
5.24,0.06629076,-avg_lam_0-10_six.txt
5.25,0.066280045,-avg_lam_0-10_six.txt
5.26,0.066269346,-avg_lam_0-10_six.txt
5.27,0.066258654,-avg_lam_0-10_six.txt
5.28,0.066247985,-avg_lam_0-10_six.txt
5.29,0.06623732,-avg_lam_0-10_six.txt
5.3,0.066226676,-avg_lam_0-10_six.txt
5.31,0.06621604,-avg_lam_0-10_six.txt
5.32,0.06620542,-avg_lam_0-10_six.txt
5.33,0.06619482,-avg_lam_0-10_six.txt
5.34,0.06618422,-avg_lam_0-10_six.txt
5.35,0.06617364,-avg_lam_0-10_six.txt
5.36,0.06616308,-avg_lam_0-10_six.txt
