rhos,six_group,single_group
0.00065,98.5401115456806,117.017210767503
0.0008404040404040404,70.0888989654660,87.5606282202443
0.0010308080808080807,52.4958701646878,68.9861205125870
0.001221212121212121,40.6655630979129,56.2036872007519
0.0014116161616161617,32.2535286527993,46.8695609366223
0.001602020202020202,26.0304574128849,39.7542247364886
0.0017924242424242423,21.2892998383848,34.1505940785646
0.0019828282828282823,17.5942680907553,29.6231801890370
0.002173232323232323,14.6619902944367,25.8891131267041
0.0023636363636363638,12.3002328366394,22.7566703954505
0.0025540404040404036,10.3740895553043,20.0913017789620
0.002744444444444444,8.78625444183816,17.7957969768219
0.002934848484848485,7.46495512878325,15.7981732587107
0.003125252525252525,6.35626791507114,14.0439907899295
0.003315656565656565,5.41905088154530,12.4913158113662
0.0035060606060606054,4.62150307082975,11.1073251200671
0.003696464646464646,3.93876868302257,9.86596008954090
0.0038868686868686864,3.35123322601841,8.74627039741066
0.004077272727272726,2.84328980808851,7.73122209419400
0.0042676767676767665,2.40243197728977,6.80682514606208
0.004458080808080808,2.01857765976526,5.96148518888149
0.004648484848484848,1.68355931137991,5.18551564241191
0.004838888888888888,1.39073542341260,4.47076681250577
0.0050292929292929285,1.13469221425040,3.81034252917408
0.005219696969696969,0.911014484224619,3.19838521011355
0.005410101010101009,0.716113604338745,2.62991988943212
0.005600505050505049,0.547111809565692,2.10076203824558
0.0057909090909090905,0.401803250431517,1.60753007441605
0.005981313131313131,0.278767648152109,1.14793899507133
0.006171717171717171,0.177867739558125,0.722273604911296
0.006362121212121211,0.101506175069173,0.342896562167214
0.0065525252525252525,0.0540005627293118,0.0985775073657062
0.006742929292929292,0.0311019714015144,0.0381737297574386
0.006933333333333333,0.0205745357622596,0.0224941036238629
0.007123737373737374,0.0150903460095380,0.0158317128473299
0.007314141414141414,0.0118368668367004,0.0121916794915077
0.007504545454545454,0.00971076728648460,0.00990594648957796
0.007694949494949495,0.00822124503145783,0.00833947289448961
0.007885353535353535,0.00712285169324595,0.00719967607500343
0.008075757575757575,0.00628078096175584,0.00633343209569373
0.008266161616161616,0.00561533243576744,0.00565295323448090
0.008456565656565655,0.00507654380375064,0.00510434083559280
0.008646969696969696,0.00463157717552862,0.00465268799301642
0.008837373737373738,0.00425799395094601,0.00427439891576315
0.009027777777777777,0.00393995580947678,0.00395295407202469
0.009218181818181818,0.00366597209777240,0.00367644420604576
0.009408585858585857,0.00342750811658979,0.00343606782493660
0.009598989898989899,0.00321809445558598,0.00322518005148948
0.00978939393939394,0.00303273932796394,0.00303867049932655
0.00997979797979798,0.00286753034933057,0.00287254467562332
0.01017020202020202,0.00271935827774175,0.00272363527431516
0.01036060606060606,0.00258572132701537,0.00258939866469852
0.0105510101010101,0.00246458394982608,0.00246776862823824
0.01074141414141414,0.00235427321080808,0.00235704940193964
0.010931818181818181,0.00225340158690729,0.00225583623589060
0.01112222222222222,0.00216080866200123,0.00216295554875143
0.011312626262626262,0.00207551653809210,0.00207741926464717
0.011503030303030303,0.00199669534421317,0.00199838956050798
0.011693434343434343,0.00192363627469103,0.00192515135673222
0.011883838383838384,0.00185573030816399,0.00185709063727092
0.012074242424242423,0.00179245125945985,0.00179367720734296
0.012264646464646464,0.00173334216968352,0.00173445086417350
0.012455050505050505,0.00167800429234336,0.00167901021784758
0.012645454545454545,0.00162608811598781,0.00162700358820656
0.012835858585858584,0.00157728599744519,0.00157812154155513
0.013026262626262625,0.00153132607854188,0.00153209073263958
0.013216666666666665,0.00148796723292312,0.00148866879314047
0.013407070707070704,0.00144699484516837,0.00144764006492698
0.013597474747474747,0.00140821726662211,0.00140881201957483
0.013787878787878786,0.00137146282471811,0.00137201223874688
0.013978282828282826,0.00133657728755552,0.00133708585555432
0.014168686868686869,0.00130342170491191,0.00130389337683909
0.014359090909090908,0.00127187056209013,0.00127230882182320
0.014549494949494948,0.00124181019498234,0.00124221812477601
0.01473989898989899,0.00121313742424096,0.00121351775902165
0.01493030303030303,0.00118575837402643,0.00118611354731401
0.01512070707070707,0.00115958744688188,0.00115991962978221
0.01531111111111111,0.00113454643118731,0.00113485756562496
0.01550151515151515,0.00111056372161695,0.00111085554876027
0.01569191919191919,0.00108757363625854,0.00108784772091562
0.015882323232323234,0.00106551581669803,0.00106577356832328
0.016072727272727273,0.00104433469954666,0.00104457739038549
0.016263131313131313,0.00102397904968056,0.00102420783048927
0.016453535353535352,0.00100440154694765,0.00100461746065186
0.01664393939393939,0.000985558419332520,0.000985762412927265
0.01683434343434343,0.000967409116599554,0.000967602051545216
0.017024747474747474,0.000949916019299112,0.000950098680626401
0.017215151515151513,0.000933044178746336,0.000933217283050436
0.017405555555555553,0.000916761084194363,0.000916925286670402
0.017595959595959595,0.000901036453941494,0.000901192354590522
0.017786363636363635,0.000885842047550632,0.000885990196665991
0.017976767676767674,0.000871151496733497,0.000871292399761396
0.018167171717171714,0.000856940152770805,0.000857074274625355
0.018357575757575757,0.000843184948612598,0.000843312717514168
0.018547979797979796,0.000829864274037357,0.000829986084933496
0.018738383838383835,0.000816957862449630,0.000817074080069636
0.01892878787878788,0.000804446688070051,0.000804557649657351
0.019119191919191918,0.000792312872421580,0.000792418890182163
0.019309595959595957,0.000780539599145930,0.000780640962446083
0.0195,0.000769111036297418,0.000769208013639653
