Ge83	4.78856e-4	3.06468e-4
Ge84	1.89947e-4	4.36877e-5
Ge85	2.12985e-5	1.3631e-5
Ge86	0.006287	0.001006
Ge87	2.19582e-5	1.40532e-5
Ge88	5.19959e-7	3.32774e-7
Ge89	4.0431e-11	2.58758e-11
Ge90	1.17072e-12	7.4926e-13
Ge91	6.13734e-14	3.9279e-14
As69	0	0
As71	0	0
As72	0	0
As73	0	0
As74	4.98965e-14	3.19337e-14
As74m	1.15992e-13	7.42348e-14
As75	2.55982e-11	1.63828e-11
As76	1.64988e-9	1.05593e-9
As77	4.3097e-8	2.75821e-8
As78	1.29991e-6	2.98979e-7
As79	2.65681e-5	1.19557e-5
As80	1.3695e-4	8.76482e-5
As81	6.09047e-4	4.87238e-5
As82	0.001288	8.23999e-4
As82m	2.71051e-4	1.73473e-4
As83	0.002907	1.16276e-4
As84	9.86965e-4	6.31658e-4
As84m	9.86965e-4	6.31658e-4
As85	0.001214	7.7672e-4
As86	1.99226e-4	1.27505e-4
As87	5.05324e-4	3.23408e-4
As88	0.001243	7.95509e-4
As89	1.53985e-6	9.85504e-7
As90	3.27811e-8	2.09799e-8
As91	2.33746e-9	1.49598e-9
As92	3.54764e-12	2.27049e-12
As93	2.84347e-13	1.81982e-13
Se72	0	0
Se73	0	0
Se73m	0	0
Se74	0	0
Se75	0	0
Se76	3.03979e-13	1.94546e-13
Se77	2.74981e-12	1.75988e-12
Se77m	1.83987e-11	1.17752e-11
Se78	2.46983e-9	1.58069e-9
Se79	1.09992e-7	7.0395e-8
Se79m	1.64988e-8	1.05593e-8
Se80	4.88965e-6	3.12938e-6
Se81	1.03793e-5	2.38723e-6
Se81m	6.92651e-5	1.5931e-5
Se82	3.70984e-4	2.96787e-5
Se83	0.001429	8.57519e-5
Se83m	3.35246e-4	2.01148e-5
Se84	0.006309	1.26189e-4
Se85	0.004467	0.002859
Se85m	0.004467	0.002859
Se86	0.008358	2.34034e-4
Se87	0.00731	2.92419e-4
Se88	0.002679	1.60724e-4
Se89	4.85486e-4	5.34034e-5
Se90	1.26988e-4	8.12725e-5
Se91	6.65719e-6	4.2606e-6
Se92	4.16967e-7	2.66859e-7
Se93	2.45707e-8	1.57252e-8
Se94	1.70988e-10	1.09432e-10
Se95	6.62575e-13	4.24048e-13
Se96	1.27991e-13	8.19142e-14
Br75	0	0
Br77	0	0
Br77m	0	0
Br78	4.93965e-14	3.16138e-14
Br79	3.10978e-12	1.99026e-12
Br79m	1.03993e-11	6.65553e-12
Br80	3.70974e-10	2.37423e-10
Br80m	1.10992e-9	7.1035e-10
Br81	8.85937e-8	5.67e-8
Br82	3.82973e-7	2.45103e-7
Br82m	1.62988e-7	1.04313e-7
Br83	1.95376e-4	3.12602e-5
Br84	1.85797e-4	2.04377e-5
Br84m	1.67248e-4	1.33799e-5
Br85	0.00235	1.41012e-4
Br86	0.002297	6.4326e-5
Br86m	0.002297	0.00147
Br87	0.012718	3.56095e-4
Br88	0.013874	2.77485e-4
Br89	0.010393	4.15707e-4
Br90	0.005526	3.31532e-4
Br91	0.002237	2.46075e-4
Br92	2.67711e-4	1.71335e-4
Br93	3.08432e-5	1.97397e-5
Br94	1.65988e-6	1.06232e-6
Br95	2.52348e-8	1.61503e-8
Br96	1.90987e-8	1.22231e-8
Br97	3.43679e-12	2.19955e-12
Br98	1.38928e-10	8.8914e-11
Kr77	0	0
Kr78	0	0
Kr79	0	0
Kr79m	0	0
Kr80	6.24956e-14	3.99972e-14
Kr81	9.42933e-12	6.03477e-12
Kr81m	1.4099e-12	9.02336e-13
Kr82	3.34976e-10	2.14385e-10
Kr83	6.62953e-8	4.2429e-8
Kr83m	1.54989e-8	9.9193e-9
Kr84	3.24977e-6	2.07985e-6
Kr85	2.55332e-4	4.08531e-5
Kr85m	5.89058e-5	9.42493e-6
Kr86	8.72228e-4	6.97783e-5
Kr87	0.004634	2.78025e-4
Kr88	0.017322	6.92885e-4
Kr89	0.034384	4.81383e-4
Kr90	0.04397	6.15573e-4
Kr91	0.03156	3.15598e-4
Kr92	0.016581	4.64268e-4
Kr93	0.004863	1.94525e-4
Kr94	8.68149e-4	9.54964e-5
Kr95	7.18697e-5	4.59966e-5
Kr96	3.78113e-4	2.41992e-4
Kr97	2.96976e-7	1.90064e-7
Kr98	1.63287e-5	1.04504e-5
Kr99	1.2276e-11	7.85662e-12
Kr100	1.14992e-8	7.35948e-9
Kr101	4.13579e-13	2.64691e-13
Rb79	0	0
Rb81	0	0
Rb83	2.29984e-12	1.4719e-12
Rb84	2.15985e-11	1.3823e-11
Rb85	2.37483e-5	1.51989e-5
Rb86	3.22477e-8	2.06385e-8
Rb86m	3.22477e-8	2.06385e-8
Rb87	2.50182e-5	1.60117e-5
Rb88	2.23014e-4	1.78411e-5
Rb89	0.002045	8.18166e-5
Rb90	0.001386	8.31739e-5
Rb90m	0.007066	0.004522
Rb91	0.022249	3.11489e-4
Rb92	0.031317	6.26347e-4
Rb93	0.030667	4.29341e-4
Rb94	0.015665	4.38612e-4
Rb95	0.007637	3.05475e-4
Rb96	0.001684	1.34738e-4
Rb97	3.79373e-4	3.03499e-5
Rb98	2.35883e-5	1.06147e-5
Rb99	4.67542e-7	2.99227e-7
Rb100	3.47615e-4	2.22474e-4
Rb101	1.57516e-8	1.0081e-8
Rb102	1.4718e-11	9.41955e-12
Rb103	2.38107e-13	1.52389e-13
Sr83	0	0
Sr84	0	0
Sr85	3.92472e-13	2.51182e-13
Sr85m	3.92472e-13	2.51182e-13
Sr86	1.18992e-10	7.61546e-11
Sr87	1.06992e-8	6.84752e-9
Sr87m	2.50982e-9	1.60629e-9
Sr88	7.67946e-7	4.91485e-7
Sr89	1.75198e-4	1.12126e-4
Sr90	7.37128e-4	4.42277e-5
Sr91	0.002505	1.5029e-4
Sr92	0.010752	6.45107e-4
Sr93	0.025697	5.13941e-4
Sr94	0.045127	6.31774e-4
Sr95	0.045373	9.07456e-4
Sr96	0.035681	7.13623e-4
Sr97	0.017207	4.81791e-4
Sr98	0.008081	4.84855e-4
Sr99	0.001332	1.46474e-4
Sr100	8.15242e-5	5.21755e-5
Sr101	4.48611e-5	2.87111e-5
Sr102	1.72986e-6	1.10711e-6
Sr103	2.0575e-8	1.3168e-8
Sr104	1.30991e-9	8.38341e-10
Sr105	0	0
Sr106	0	0
Sr107	0	0
Sr108	0	0
Y85	0	0
Y87	9.99929e-14	6.39955e-14
Y88	1.69988e-11	1.08792e-11
Y89	4.39969e-10	2.8158e-10
Y89m	1.87987e-9	1.20311e-9
Y90	4.48468e-8	2.8702e-8
Y90m	4.48468e-8	2.8702e-8
Y91	1.64988e-6	1.05593e-6
Y91m	1.64988e-6	1.05593e-6
Y92	7.14829e-4	3.21673e-4
Y93	5.43342e-4	3.47739e-4
Y93m	5.43342e-4	3.47739e-4
Y94	0.003898	3.11867e-4
Y95	0.011054	0.003537
Y96	0.002244	0.001436
Y96m	0.020195	0.006462
Y97	0.015703	0.01005
Y97m	0.015703	0.01005
Y98	0.011063	0.00354
Y98m	0.011063	0.00354
Y99	0.019493	0.00117
Y100	0.005674	0.003631
Y101	0.00278	3.05803e-4
Y102	0.00268	0.001715
Y103	2.58276e-5	1.65297e-5
Y104	5.6796e-6	3.63494e-6
Y105	4.66997e-12	2.98878e-12
Y106	4.97911e-17	3.18663e-17
Y107	6.27991e-18	4.01914e-18
Y108	9.18765e-21	5.88009e-21
Y109	4.45818e-14	2.85324e-14
Y110	7.9035e-16	5.05824e-16
Zr87	0	0
Zr88	0	0
Zr89	2.06985e-14	1.32471e-14
Zr90	2.09485e-12	1.34071e-12
Zr90m	2.09485e-12	1.34071e-12
Zr91	4.41969e-10	2.8286e-10
Zr92	1.18982e-4	7.61482e-5
Zr93	1.3699e-6	8.76738e-7
Zr94	1.94946e-4	1.24766e-4
Zr95	0.001272	2.0359e-4
Zr96	0.00337	3.70755e-4
Zr97	0.010924	6.55425e-4
Zr98	0.025736	0.011581
Zr99	0.035839	0.008243
Zr100	0.049764	0.015925
Zr101	0.027878	0.001115
Zr102	0.017813	7.12534e-4
Zr103	0.004989	0.003193
Zr104	8.27871e-4	1.32459e-4
Zr105	0.001158	7.41356e-4
Zr106	1.67988e-8	1.07512e-8
Zr107	1.55771e-9	9.96933e-10
Zr108	3.09978e-12	1.98386e-12
Zr109	3.85235e-9	2.4655e-9
Zr110	9.28926e-11	5.94513e-11
Zr111	2.10107e-14	1.34469e-14
Zr112	8.89352e-16	5.69185e-16
Nb89	0	0
Nb90	0	0
Nb91	0	0
Nb92	2.26984e-13	1.4527e-13
Nb93	3.61974e-11	2.31664e-11
Nb93m	8.4894e-12	5.43322e-12
Nb94	1.4599e-9	9.34334e-10
Nb94m	1.00993e-9	6.46354e-10
Nb95	1.05993e-6	6.78352e-7
Nb95m	2.47982e-7	1.58709e-7
Nb96	5.43962e-6	3.48135e-6
Nb97	1.07552e-4	1.72084e-5
Nb97m	2.44683e-5	5.6277e-6
Nb98	0.001156	7.4005e-4
Nb98m	3.85493e-4	2.46715e-4
Nb99	2.99649e-4	3.29614e-5
Nb99m	0.004066	3.25263e-4
Nb100	0.003189	0.002041
Nb100m	0.003189	0.002041
Nb101	0.019162	7.66497e-4
Nb102	0.007894	0.005052
Nb102m	0.007894	0.005052
Nb103	0.014103	0.003244
Nb104	0.002852	0.001825
Nb104m	0.002852	0.001825
Nb105	0.001386	1.10891e-4
Nb106	1.57369e-4	1.00716e-4
Nb107	2.31368e-5	1.48076e-5
Nb108	8.99936e-7	5.75959e-7
Nb109	4.83581e-6	3.09492e-6
Nb110	1.52989e-7	9.79131e-8
Nb111	8.00212e-10	5.12136e-10
Nb112	2.49026e-11	1.59376e-11
Nb113	1.28956e-14	8.25316e-15
Nb114	3.74332e-16	2.39572e-16
Mo90	0	0
Mo91	0	0
Mo92	0	0
Mo93	0	0
Mo93m	0	0
Mo94	2.99979e-14	1.91986e-14
Mo95	4.93965e-12	3.16138e-12
Mo96	5.32962e-10	3.41096e-10
Mo97	2.48982e-8	1.59349e-8
Mo98	9.57932e-7	6.13077e-7
Mo99	4.2814e-4	6.85024e-5
Mo100	7.29498e-4	2.3344e-4
Mo101	0.001858	2.97345e-4
Mo102	0.006507	5.20585e-4
Mo103	0.010368	6.22109e-4
Mo104	0.011274	6.76472e-4
Mo105	0.00668	2.67206e-4
Mo106	0.003592	1.43676e-4
Mo107	0.001214	7.77231e-4
Mo108	3.02039e-4	1.93305e-4
Mo109	1.55269e-4	9.93722e-5
Mo110	3.88673e-5	2.4875e-5
Mo111	2.27904e-6	1.45858e-6
Mo112	9.64683e-8	6.17397e-8
Mo113	1.11432e-9	7.13162e-10
Mo114	4.39965e-11	2.81578e-11
Mo115	2.36831e-14	1.51572e-14
Mo116	0	0
Mo117	2.32224e-16	1.48623e-16
Tc93	0	0
Tc95	0	0
Tc95m	0	0
Tc97	8.79938e-14	5.6316e-14
Tc97m	8.79938e-14	5.6316e-14
Tc98	8.88937e-9	5.6892e-9
Tc99	1.22991e-9	7.87144e-10
Tc99m	2.8898e-10	1.84947e-10
Tc100	5.5896e-8	3.57735e-8
Tc101	1.60989e-6	1.03033e-6
Tc102	9.55432e-5	6.11477e-5
Tc102m	9.55432e-5	6.11477e-5
Tc103	8.21682e-4	5.25876e-4
Tc104	9.26325e-4	1.48212e-4
Tc105	4.84586e-4	3.10135e-4
Tc106	2.67671e-4	1.71309e-4
Tc107	2.24314e-4	1.43561e-4
Tc108	2.37663e-4	1.52104e-4
Tc109	1.3444e-4	8.60419e-5
Tc110	1.16392e-4	7.44907e-5
Tc111	4.49068e-5	2.87404e-5
Tc112	6.85952e-6	4.39009e-6
Tc113	1.39879e-6	8.95224e-7
Tc114	7.0095e-8	4.48608e-8
Tc115	9.01994e-10	5.77276e-10
Tc116	6.30955e-11	4.03811e-11
Tc117	8.84445e-12	5.66045e-12
Tc118	5.88722e-15	3.76782e-15
Tc119	7.57945e-17	4.85085e-17
Ru95	0	0
Ru96	0	0
Ru97	0	0
Ru98	0	0
Ru99	1.09992e-14	7.0395e-15
Ru100	2.11985e-12	1.3567e-12
Ru101	1.61989e-10	1.03673e-10
Ru102	9.75931e-9	6.24596e-9
Ru103	2.35983e-7	1.51029e-7
Ru104	3.26977e-6	2.09265e-6
Ru105	1.10992e-9	7.1035e-10
Ru106	9.06936e-9	5.80439e-9
Ru107	4.93965e-8	3.16138e-8
Ru108	1.66988e-7	1.06872e-7
Ru109	8.56439e-6	5.48121e-6
Ru109m	8.56439e-6	5.48121e-6
Ru110	9.8853e-5	6.32659e-5
Ru111	1.18252e-4	7.56811e-5
Ru112	9.9213e-5	6.34963e-5
Ru113	6.05457e-5	3.87493e-5
Ru114	1.72588e-5	1.10456e-5
Ru115	2.56892e-6	1.64411e-6
Ru116	2.45983e-7	1.57429e-7
Ru117	2.51894e-8	1.61212e-8
Ru118	6.91945e-10	4.42845e-10
Ru119	6.54946e-12	4.19166e-12
Ru120	3.02979e-12	1.93906e-12
Ru121	3.78056e-15	2.41956e-15
Ru122	0	0
Ru124	0	0
Rh99	0	0
Rh101	3.25977e-13	2.08625e-13
Rh101m	0	0
Rh102	5.90958e-12	3.78213e-12
Rh102m	4.72967e-12	3.02699e-12
Rh103	6.37955e-13	4.08291e-13
Rh103m	4.2697e-12	2.73261e-12
Rh104	4.88965e-11	3.12938e-11
Rh104m	1.4699e-10	9.40734e-11
Rh105	0	0
Rh105m	0	0
Rh106	0	0
Rh106m	0	0
Rh107	0	0
Rh108	0	0
Rh108m	0	0
Rh109	2.05985e-8	1.31831e-8
Rh109m	2.05985e-8	1.31831e-8
Rh110	5.6496e-7	3.61574e-7
Rh110m	5.6496e-7	3.61574e-7
Rh111	8.79938e-6	5.6316e-6
Rh112	2.29584e-5	1.46934e-5
Rh113	6.84252e-5	4.37921e-5
Rh114	5.02664e-5	3.21705e-5
Rh115	3.62874e-5	2.3224e-5
Rh116	8.68939e-6	5.56121e-6
Rh117	4.64967e-6	2.97579e-6
Rh118	3.62974e-7	2.32304e-7
Rh119	1.85987e-8	1.19032e-8
Rh120	2.38983e-8	1.52949e-8
Rh121	1.43986e-10	9.21511e-11
Rh122	2.8498e-12	1.82387e-12
Rh123	8.5194e-14	5.45241e-14
Rh124	1.03993e-14	6.65553e-15
Pd99	0	0
Pd101	0	0
Pd102	0	0
Pd103	0	0
Pd104	0	0
Pd105	0	0
Pd106	0	0
Pd107	0	0
Pd107m	0	0
Pd108	0	0
Pd109	2.93979e-12	1.88147e-12
Pd109m	5.45961e-12	3.49415e-12
Pd110	2.14985e-9	1.3759e-9
Pd111	2.53982e-8	1.62549e-8
Pd111m	4.71967e-8	3.02059e-8
Pd112	1.27991e-6	8.19142e-7
Pd113	1.16292e-5	7.44267e-6
Pd114	4.15571e-5	2.65965e-5
Pd115	7.1285e-5	4.56224e-5
Pd116	6.81552e-5	4.36193e-5
Pd117	8.77138e-5	5.61368e-5
Pd118	3.17778e-5	2.03378e-5
Pd119	4.34969e-6	2.7838e-6
Pd120	2.70981e-5	1.73428e-5
Pd121	4.72967e-7	3.02699e-7
Pd122	4.76966e-8	3.05258e-8
Pd123	3.98972e-9	2.55342e-9
Pd124	2.72981e-9	1.74708e-9
Pd125	0	0
Pd126	0	0
Pd127	0	0
Pd128	1.33991e-14	8.57539e-15
Pd129	0	0
Pd130	6.78952e-13	4.34529e-13
Ag103	0	0
Ag105	0	0
Ag105m	0	0
Ag106	0	0
Ag106m	0	0
Ag107	0	0
Ag107m	0	0
Ag108	0	0
Ag108m	0	0
Ag109	0	0
Ag109m	0	0
Ag110	0	0
Ag110m	2.27984e-14	1.4591e-14
Ag111	1.23991e-12	7.93544e-13
Ag111m	8.27941e-12	5.29883e-12
Ag112	8.28941e-9	5.30523e-9
Ag113	5.41962e-9	3.46855e-9
Ag113m	3.61974e-8	2.31664e-8
Ag114	9.16935e-6	5.86839e-6
Ag115	1.92986e-6	1.23511e-6
Ag115m	1.3699e-5	8.76738e-6
Ag116	4.74366e-5	3.03595e-5
Ag116m	7.64946e-6	4.89565e-6
Ag117	1.51889e-5	3.49345e-6
Ag117m	1.51889e-5	3.49345e-6
Ag118	3.41576e-5	7.85624e-6
Ag118m	2.99279e-5	1.91538e-5
Ag119	7.25349e-5	2.32112e-5
Ag120	4.37469e-6	2.7998e-6
Ag120m	4.37469e-6	2.7998e-6
Ag121	2.57782e-5	1.6498e-5
Ag122	3.33976e-6	2.13745e-6
Ag122m	3.33976e-6	2.13745e-6
Ag123	2.74981e-6	1.75988e-6
Ag124	5.51961e-6	3.53255e-6
Ag125	1.65988e-11	1.06232e-11
Ag126	4.74966e-12	3.03979e-12
Ag127	1.57989e-12	1.01113e-12
Ag128	1.11992e-13	7.16749e-14
Ag129	2.9186e-17	1.86791e-17
Ag130	6.65953e-8	4.2621e-8
Ag131	1.59446e-9	1.02046e-9
Cd105	0	0
Cd106	0	0
Cd107	0	0
Cd108	0	0
Cd109	0	0
Cd110	0	0
Cd111	0	0
Cd111m	0	0
Cd112	1.05993e-11	3.39176e-12
Cd113	2.58982e-12	1.65748e-12
Cd113m	8.67939e-12	5.55481e-12
Cd114	7.64946e-10	4.89565e-10
Cd115	8.99936e-9	2.8798e-9
Cd115m	5.52961e-8	1.76947e-8
Cd116	2.99979e-7	1.91986e-7
Cd117	1.11992e-6	7.16749e-7
Cd117m	3.72974e-6	2.38703e-6
Cd118	1.71488e-5	1.09752e-5
Cd119	2.44683e-5	1.56597e-5
Cd119m	2.24884e-5	1.43926e-5
Cd120	8.38841e-5	5.36858e-5
Cd121	3.61924e-5	2.31632e-5
Cd121m	3.61924e-5	2.31632e-5
Cd122	1.19302e-4	7.6353e-5
Cd123	1.01013e-4	6.46482e-5
Cd124	1.21421e-4	5.46396e-5
Cd125	5.54561e-5	3.54919e-5
Cd126	8.07843e-5	5.17019e-5
Cd127	8.15442e-5	5.21883e-5
Cd128	3.55275e-5	2.27376e-5
Cd129	7.23949e-9	4.63327e-9
Cd130	8.77978e-4	5.61906e-4
Cd131	1.37779e-4	8.81783e-5
Cd132	0	0
Cd133	4.48941e-11	2.87322e-11
Cd134	9.32934e-13	5.97078e-13
Cd136	0	0
In107	0	0
In109	0	0
In111	0	0
In112	0	0
In112m	0	0
In113	0	0
In113m	0	0
In114	0	0
In114m	0	0
In115	1.62988e-12	1.04313e-12
In115m	3.81973e-13	2.44463e-13
In116	2.56649e-11	1.64255e-11
In116m	2.56649e-11	1.64255e-11
In116n	2.56649e-11	1.64255e-11
In117	3.65974e-9	2.34223e-9
In117m	8.58939e-10	5.49721e-10
In118	5.05964e-8	3.23817e-8
In118m	8.4494e-9	5.40762e-9
In118n	8.4494e-9	5.40762e-9
In119	4.71967e-6	1.51029e-6
In119m	1.58989e-7	1.01753e-7
In120	2.09985e-6	1.34391e-6
In120m	2.09985e-6	1.34391e-6
In120n	2.09985e-6	1.34391e-6
In121	2.47183e-5	7.90984e-6
In121m	3.23977e-6	2.07345e-6
In122	8.37941e-6	5.36282e-6
In122m	8.37941e-6	5.36282e-6
In122n	8.37941e-6	5.36282e-6
In123	3.91072e-5	2.50286e-5
In123m	2.50982e-6	1.60629e-6
In124	1.69538e-5	1.08504e-5
In124m	1.69538e-5	1.08504e-5
In125	4.72267e-5	1.51125e-5
In125m	4.72267e-5	1.51125e-5
In126	1.64788e-5	1.05465e-5
In126m	1.64788e-5	1.05465e-5
In127	4.11691e-4	1.31741e-4
In127m	6.25456e-5	2.81455e-5
In128	1.31471e-4	8.41413e-5
In128m	1.31471e-4	8.41413e-5
In129	2.75381e-4	1.23921e-4
In129m	2.53412e-4	1.62184e-4
In130	3.14011e-5	2.00967e-5
In130m	3.14011e-5	2.00967e-5
In130n	3.14011e-5	2.00967e-5
In131	5.55961e-5	3.55815e-5
In131m	5.55961e-5	3.55815e-5
In132	6.22656e-5	1.9925e-5
In133	1.70983e-6	1.09429e-6
In134	3.46975e-8	2.22064e-8
In135	7.25545e-11	4.64349e-11
In136	1.67988e-12	1.07512e-12
In137	2.15233e-12	1.37749e-12
Sn111	0	0
Sn112	0	0
Sn113	0	0
Sn113m	0	0
Sn114	0	0
Sn115	0	0
Sn116	0	0
Sn117	2.49482e-13	1.59669e-13
Sn117m	2.49482e-13	1.59669e-13
Sn118	4.09971e-11	2.62381e-11
Sn119	3.39976e-10	2.17585e-10
Sn119m	1.13992e-9	7.29548e-10
Sn120	2.99979e-8	1.91986e-8
Sn121	3.57975e-6	2.29104e-6
Sn121m	2.7898e-7	1.78547e-7
Sn122	3.64974e-6	2.33583e-6
Sn123	8.03943e-6	3.61774e-6
Sn123m	3.09978e-6	9.919301e-7
Sn124	1.06912e-4	6.8424e-5
Sn125	8.5424e-5	6.83392e-6
Sn125m	1.04573e-4	1.67316e-5
Sn126	4.44699e-4	2.84607e-4
Sn127	8.66709e-4	5.20025e-5
Sn127m	7.91744e-5	5.06716e-5
Sn128	0.001505	9.63138e-4
Sn128m	0.001505	9.63138e-4
Sn129	0.002303	2.53345e-4
Sn129m	0.001959	1.17515e-4
Sn130	0.005422	0.00347
Sn130m	0.005422	0.00347
Sn131	0.004405	0.002819
Sn131m	0.004405	0.002819
Sn132	0.005918	2.3673e-4
Sn133	0.001377	8.8141e-4
Sn134	1.76927e-4	1.13234e-4
Sn135	6.26948e-6	4.01247e-6
Sn136	1.56989e-7	1.00473e-7
Sn137	1.85985e-7	1.1903e-7
Sn138	3.28977e-11	2.10545e-11
Sn139	3.67554e-13	2.35235e-13
Sb113	0	0
Sb115	0	0
Sb117	0	0
Sb118	0	0
Sb118m	0	0
Sb119	3.88973e-14	2.48942e-14
Sb120	9.02936e-13	5.77879e-13
Sb120m	1.29991e-12	8.31941e-13
Sb121	3.52975e-11	1.12952e-11
Sb122	1.83987e-9	1.17752e-9
Sb122m	2.07985e-9	1.33111e-9
Sb123	5.16963e-8	3.30857e-8
Sb124	7.60946e-8	4.87006e-8
Sb124m	1.20991e-8	7.74345e-9
Sb124n	1.20991e-8	7.74345e-9
Sb125	2.73981e-7	1.75348e-7
Sb126	6.50954e-6	4.16611e-6
Sb126m	8.59439e-6	5.50041e-6
Sb126n	8.59439e-6	5.50041e-6
Sb127	7.0895e-5	1.63058e-5
Sb128	1.06672e-4	6.82704e-5
Sb128m	6.36555e-5	4.07395e-5
Sb129	6.40685e-4	2.88308e-4
Sb130	0.002145	0.001373
Sb130m	0.003568	0.002283
